Ww,Cluster,Product,Period,Scenario,Demand
14,15,1,5,9,2046
14,15,1,5,10,2112
14,15,1,5,11,2047
14,15,1,5,12,2351
14,15,1,5,13,3956
14,15,1,5,14,3814
14,15,1,5,15,2405
14,15,1,5,16,3667
14,15,1,5,17,4163
14,15,1,5,18,2922
14,15,1,5,19,1480
14,15,1,5,20,1634
14,15,1,6,1,5082
14,15,1,6,2,3153
14,15,1,6,3,2785
14,15,1,6,4,4616
14,15,1,6,5,3629
14,15,1,6,6,4083
14,15,1,6,7,1251
14,15,1,6,8,1586
14,15,1,6,9,2472
14,15,1,6,10,2534
14,15,1,6,11,2330
14,15,1,6,12,2111
14,15,1,6,13,5339
14,15,1,6,14,4702
14,15,1,6,15,2440
14,15,1,6,16,4265
14,15,1,6,17,4928
14,15,1,6,18,3668
14,15,1,6,19,1526
14,15,1,6,20,2063
14,15,1,7,1,6817
14,15,1,7,2,3522
14,15,1,7,3,3668
14,15,1,7,4,5510
14,15,1,7,5,4183
14,15,1,7,6,5540
14,15,1,7,7,1327
14,15,1,7,8,1645
14,15,1,7,9,2665
14,15,1,7,10,2607
14,15,1,7,11,2238
14,15,1,7,12,3108
14,15,1,7,13,6567
14,15,1,7,14,5773
14,15,1,7,15,2841
14,15,1,7,16,4567
14,15,1,7,17,6263
14,15,1,7,18,4267
14,15,1,7,19,1794
14,15,1,7,20,1880
14,15,1,8,1,6551
14,15,1,8,2,4457
14,15,1,8,3,3831
14,15,1,8,4,5826
14,15,1,8,5,5435
14,15,1,8,6,5787
14,15,1,8,7,930
14,15,1,8,8,1537
14,15,1,8,9,2645
14,15,1,8,10,3028
14,15,1,8,11,2533
14,15,1,8,12,2982
14,15,1,8,13,7602
14,15,1,8,14,6989
14,15,1,8,15,2688
14,15,1,8,16,5230
14,15,1,8,17,7454
14,15,1,8,18,4723
14,15,1,8,19,1624
14,15,1,8,20,1872
14,15,1,9,1,8678
14,15,1,9,2,4515
14,15,1,9,3,4172
14,15,1,9,4,7276
14,15,1,9,5,5403
14,15,1,9,6,7251
14,15,1,9,7,664
14,15,1,9,8,1455
14,15,1,9,9,2415
14,15,1,9,10,3470
14,15,1,9,11,2183
14,15,1,9,12,3541
14,15,1,9,13,8559
14,15,1,9,14,8443
14,15,1,9,15,3163
14,15,1,9,16,6173
14,15,1,9,17,8788
14,15,1,9,18,5671
14,15,1,9,19,1447
14,15,1,9,20,1849
14,15,1,10,1,11007
14,15,1,10,2,5254
14,15,1,10,3,3767
14,15,1,10,4,7633
14,15,1,10,5,6915
14,15,1,10,6,8402
14,15,1,10,7,178
14,15,1,10,8,1296
14,15,1,10,9,2709
14,15,1,10,10,3542
14,15,1,10,11,2278
14,15,1,10,12,3031
14,15,1,10,13,10832
14,15,1,10,14,8529
14,15,1,10,15,2969
14,15,1,10,16,8058
14,15,1,10,17,9609
14,15,1,10,18,7474
14,15,1,10,19,1143
14,15,1,10,20,1807
14,15,2,1,1,283
14,15,2,1,2,260
14,15,2,1,3,231
14,15,2,1,4,246
14,15,2,1,5,249
14,15,2,1,6,291
14,15,2,1,7,212
14,15,2,1,8,245
14,15,2,1,9,234
14,15,2,1,10,241
14,15,2,1,11,239
14,15,2,1,12,245
14,15,2,1,13,296
14,15,2,1,14,262
14,15,2,1,15,251
14,15,2,1,16,267
14,15,2,1,17,279
14,15,2,1,18,229
14,15,2,1,19,258
14,15,2,1,20,263
14,15,2,2,1,757
14,15,2,2,2,560
14,15,2,2,3,619
14,15,2,2,4,702
14,15,2,2,5,653
14,15,2,2,6,732
14,15,2,2,7,511
14,15,2,2,8,544
14,15,2,2,9,588
14,15,2,2,10,637
14,15,2,2,11,564
14,15,2,2,12,604
14,15,2,2,13,669
14,15,2,2,14,691
14,15,2,2,15,586
14,15,2,2,16,627
14,15,2,2,17,689
14,15,2,2,18,573
14,15,2,2,19,451
14,15,2,2,20,508
14,15,2,3,1,954
14,15,2,3,2,747
14,15,2,3,3,793
14,15,2,3,4,898
14,15,2,3,5,800
14,15,2,3,6,998
14,15,2,3,7,593
14,15,2,3,8,590
14,15,2,3,9,585
14,15,2,3,10,632
14,15,2,3,11,639
14,15,2,3,12,654
14,15,2,3,13,1083
14,15,2,3,14,828
14,15,2,3,15,593
14,15,2,3,16,806
14,15,2,3,17,1012
14,15,2,3,18,907
14,15,2,3,19,588
14,15,2,3,20,562
14,15,2,4,1,1489
14,15,2,4,2,998
14,15,2,4,3,1023
14,15,2,4,4,1314
14,15,2,4,5,1242
14,15,2,4,6,1276
14,15,2,4,7,648
14,15,2,4,8,789
14,15,2,4,9,818
14,15,2,4,10,834
14,15,2,4,11,820
14,15,2,4,12,795
14,15,2,4,13,1570
14,15,2,4,14,1256
14,15,2,4,15,827
14,15,2,4,16,1238
14,15,2,4,17,1469
14,15,2,4,18,1108
14,15,2,4,19,665
14,15,2,4,20,795
14,15,2,5,1,1914
14,15,2,5,2,1558
14,15,2,5,3,1254
14,15,2,5,4,1739
14,15,2,5,5,1637
14,15,2,5,6,2021
14,15,2,5,7,730
14,15,2,5,8,938
14,15,2,5,9,1130
14,15,2,5,10,1236
14,15,2,5,11,954
14,15,2,5,12,1197
14,15,2,5,13,1971
14,15,2,5,14,1918
14,15,2,5,15,1154
14,15,2,5,16,1650
14,15,2,5,17,2068
14,15,2,5,18,1702
14,15,2,5,19,967
14,15,2,5,20,1042
14,15,2,6,1,2725
14,15,2,6,2,1561
14,15,2,6,3,1413
14,15,2,6,4,2151
14,15,2,6,5,2068
14,15,2,6,6,2344
14,15,2,6,7,794
14,15,2,6,8,986
14,15,2,6,9,1210
14,15,2,6,10,1427
14,15,2,6,11,1240
14,15,2,6,12,1401
14,15,2,6,13,2856
14,15,2,6,14,2519
14,15,2,6,15,1490
14,15,2,6,16,1987
14,15,2,6,17,2454
14,15,2,6,18,1882
14,15,2,6,19,1002
14,15,2,6,20,997
14,15,2,7,1,3177
14,15,2,7,2,1668
14,15,2,7,3,1451
14,15,2,7,4,2348
14,15,2,7,5,2041
14,15,2,7,6,3087
14,15,2,7,7,658
14,15,2,7,8,988
14,15,2,7,9,1277
14,15,2,7,10,1382
14,15,2,7,11,1234
14,15,2,7,12,1247
14,15,2,7,13,3324
14,15,2,7,14,3054
14,15,2,7,15,1423
14,15,2,7,16,2529
14,15,2,7,17,3044
14,15,2,7,18,2326
14,15,2,7,19,793
14,15,2,7,20,909
14,15,2,8,1,3870
14,15,2,8,2,2053
14,15,2,8,3,1809
14,15,2,8,4,2766
14,15,2,8,5,2629
14,15,2,8,6,3100
14,15,2,8,7,492
14,15,2,8,8,777
14,15,2,8,9,1226
14,15,2,8,10,1456
14,15,2,8,11,1064
14,15,2,8,12,1496
14,15,2,8,13,3660
14,15,2,8,14,3629
14,15,2,8,15,1289
14,15,2,8,16,2651
14,15,2,8,17,3520
14,15,2,8,18,2756
14,15,2,8,19,749
14,15,2,8,20,958
14,15,2,9,1,4475
14,15,2,9,2,2641
14,15,2,9,3,2137
14,15,2,9,4,3227
14,15,2,9,5,3126
14,15,2,9,6,3909
14,15,2,9,7,345
14,15,2,9,8,741
14,15,2,9,9,1490
14,15,2,9,10,1582
14,15,2,9,11,1072
14,15,2,9,12,1394
14,15,2,9,13,4828
14,15,2,9,14,4126
14,15,2,9,15,1559
14,15,2,9,16,3690
14,15,2,9,17,4338
14,15,2,9,18,3197
14,15,2,9,19,743
14,15,2,9,20,999
14,15,2,10,1,4707
14,15,2,10,2,2440
14,15,2,10,3,2272
14,15,2,10,4,3721
14,15,2,10,5,3390
14,15,2,10,6,4033
14,15,2,10,7,93
14,15,2,10,8,603
14,15,2,10,9,1411
14,15,2,10,10,1734
14,15,2,10,11,1213
14,15,2,10,12,1774
14,15,2,10,13,5236
14,15,2,10,14,4276
14,15,2,10,15,1541
14,15,2,10,16,3459
14,15,2,10,17,4866
14,15,2,10,18,3172
14,15,2,10,19,511
14,15,2,10,20,774
14,15,3,1,1,3653
14,15,3,1,2,3874
14,15,3,1,3,3190
14,15,3,1,4,4168
14,15,3,1,5,3506
14,15,3,1,6,3229
14,15,3,1,7,2956
14,15,3,1,8,3170
14,15,3,1,9,3083
14,15,3,1,10,3725
14,15,3,1,11,3130
14,15,3,1,12,3404
14,15,3,1,13,4469
14,15,3,1,14,3630
14,15,3,1,15,3566
14,15,3,1,16,3744
14,15,3,1,17,3945
14,15,3,1,18,3955
14,15,3,1,19,3654
14,15,3,1,20,3036
14,15,3,2,1,6514
14,15,3,2,2,5640
14,15,3,2,3,5386
14,15,3,2,4,5912
14,15,3,2,5,6651
14,15,3,2,6,7036
14,15,3,2,7,4834
14,15,3,2,8,5855
14,15,3,2,9,5302
14,15,3,2,10,5121
14,15,3,2,11,5400
14,15,3,2,12,6350
14,15,3,2,13,6931
14,15,3,2,14,7764
14,15,3,2,15,5930
14,15,3,2,16,6339
14,15,3,2,17,6413
14,15,3,2,18,6119
14,15,3,2,19,5090
14,15,3,2,20,4601
14,15,3,3,1,12561
14,15,3,3,2,10465
14,15,3,3,3,8208
14,15,3,3,4,10091
14,15,3,3,5,10410
14,15,3,3,6,10394
14,15,3,3,7,6495
14,15,3,3,8,7663
14,15,3,3,9,9259
14,15,3,3,10,9262
14,15,3,3,11,7978
14,15,3,3,12,9100
14,15,3,3,13,13727
14,15,3,3,14,10564
14,15,3,3,15,9081
14,15,3,3,16,9333
14,15,3,3,17,11410
14,15,3,3,18,9761
14,15,3,3,19,6700
14,15,3,3,20,7367
14,15,3,4,1,19205
14,15,3,4,2,13917
14,15,3,4,3,11940
14,15,3,4,4,17309
14,15,3,4,5,15313
14,15,3,4,6,15525
14,15,3,4,7,8021
14,15,3,4,8,10090
14,15,3,4,9,10576
14,15,3,4,10,12254
14,15,3,4,11,10474
14,15,3,4,12,13166
14,15,3,4,13,17150
14,15,3,4,14,15597
14,15,3,4,15,9954
14,15,3,4,16,17742
14,15,3,4,17,19001
14,15,3,4,18,15235
14,15,3,4,19,10013
14,15,3,4,20,10831
14,15,3,5,1,20947
14,15,3,5,2,15482
14,15,3,5,3,13931
14,15,3,5,4,18607
14,15,3,5,5,20972
14,15,3,5,6,21424
14,15,3,5,7,9701
14,15,3,5,8,10363
14,15,3,5,9,12131
14,15,3,5,10,13742
14,15,3,5,11,11291
14,15,3,5,12,14273
14,15,3,5,13,21914
14,15,3,5,14,21858
14,15,3,5,15,14740
14,15,3,5,16,19826
14,15,3,5,17,26136
14,15,3,5,18,18358
14,15,3,5,19,9511
14,15,3,5,20,10318
14,15,3,6,1,26911
14,15,3,6,2,16852
14,15,3,6,3,15572
14,15,3,6,4,26220
14,15,3,6,5,22975
14,15,3,6,6,24562
14,15,3,6,7,7245
14,15,3,6,8,11054
14,15,3,6,9,12269
14,15,3,6,10,13696
14,15,3,6,11,12876
14,15,3,6,12,14001
14,15,3,6,13,27917
14,15,3,6,14,27571
14,15,3,6,15,16582
14,15,3,6,16,22429
14,15,3,6,17,30273
14,15,3,6,18,22808
14,15,3,6,19,10281
14,15,3,6,20,10636
14,15,3,7,1,31322
14,15,3,7,2,22244
14,15,3,7,3,17898
14,15,3,7,4,28829
14,15,3,7,5,27028
14,15,3,7,6,32462
14,15,3,7,7,7353
14,15,3,7,8,10909
14,15,3,7,9,14137
14,15,3,7,10,17573
14,15,3,7,11,14128
14,15,3,7,12,16398
14,15,3,7,13,34921
14,15,3,7,14,35608
14,15,3,7,15,17814
14,15,3,7,16,27451
14,15,3,7,17,38716
14,15,3,7,18,29229
14,15,3,7,19,10788
14,15,3,7,20,11947
14,15,3,8,1,38894
14,15,3,8,2,23742
14,15,3,8,3,23877
14,15,3,8,4,36171
14,15,3,8,5,33521
14,15,3,8,6,41354
14,15,3,8,7,6041
14,15,3,8,8,9947
14,15,3,8,9,14792
14,15,3,8,10,18283
14,15,3,8,11,14833
14,15,3,8,12,15924
14,15,3,8,13,50560
14,15,3,8,14,40496
14,15,3,8,15,16944
14,15,3,8,16,33197
14,15,3,8,17,49744
14,15,3,8,18,29411
14,15,3,8,19,10031
14,15,3,8,20,10884
14,15,3,9,1,49901
14,15,3,9,2,31073
14,15,3,9,3,25434
14,15,3,9,4,35656
14,15,3,9,5,34236
14,15,3,9,6,43954
14,15,3,9,7,4102
14,15,3,9,8,8983
14,15,3,9,9,14181
14,15,3,9,10,21958
14,15,3,9,11,16154
14,15,3,9,12,20476
14,15,3,9,13,56392
14,15,3,9,14,48844
14,15,3,9,15,16734
14,15,3,9,16,37760
14,15,3,9,17,51939
14,15,3,9,18,37784
14,15,3,9,19,7598
14,15,3,9,20,12431
14,15,3,10,1,62558
14,15,3,10,2,32748
14,15,3,10,3,21735
14,15,3,10,4,47857
14,15,3,10,5,44229
14,15,3,10,6,48718
14,15,3,10,7,1123
14,15,3,10,8,7898
14,15,3,10,9,14787
14,15,3,10,10,19899
14,15,3,10,11,13337
14,15,3,10,12,16971
14,15,3,10,13,68126
14,15,3,10,14,54191
14,15,3,10,15,20603
14,15,3,10,16,49185
14,15,3,10,17,58806
14,15,3,10,18,40459
14,15,3,10,19,6243
14,15,3,10,20,10754
14,15,4,1,1,521
14,15,4,1,2,522
14,15,4,1,3,542
14,15,4,1,4,619
14,15,4,1,5,480
14,15,4,1,6,508
14,15,4,1,7,424
14,15,4,1,8,505
14,15,4,1,9,494
14,15,4,1,10,470
14,15,4,1,11,525
14,15,4,1,12,537
14,15,4,1,13,489
14,15,4,1,14,539
14,15,4,1,15,458
14,15,4,1,16,554
14,15,4,1,17,516
14,15,4,1,18,567
14,15,4,1,19,408
14,15,4,1,20,537
14,15,4,2,1,1461
14,15,4,2,2,997
14,15,4,2,3,1189
14,15,4,2,4,1343
14,15,4,2,5,1076
14,15,4,2,6,1398
14,15,4,2,7,921
14,15,4,2,8,808
14,15,4,2,9,1031
14,15,4,2,10,926
14,15,4,2,11,850
14,15,4,2,12,1037
14,15,4,2,13,1492
14,15,4,2,14,1184
14,15,4,2,15,989
14,15,4,2,16,1224
14,15,4,2,17,1252
14,15,4,2,18,1174
14,15,4,2,19,829
14,15,4,2,20,945
14,15,4,3,1,1622
14,15,4,3,2,1586
14,15,4,3,3,1532
14,15,4,3,4,1727
14,15,4,3,5,1813
14,15,4,3,6,1850
14,15,4,3,7,1259
14,15,4,3,8,1260
14,15,4,3,9,1325
14,15,4,3,10,1369
14,15,4,3,11,1346
14,15,4,3,12,1442
14,15,4,3,13,1764
14,15,4,3,14,1970
14,15,4,3,15,1570
14,15,4,3,16,1760
14,15,4,3,17,1989
14,15,4,3,18,1777
14,15,4,3,19,1165
14,15,4,3,20,1135
14,15,4,4,1,2696
14,15,4,4,2,1673
14,15,4,4,3,1861
14,15,4,4,4,2114
14,15,4,4,5,2207
14,15,4,4,6,2265
14,15,4,4,7,1260
14,15,4,4,8,1404
14,15,4,4,9,1382
14,15,4,4,10,1765
14,15,4,4,11,1547
14,15,4,4,12,1774
14,15,4,4,13,2674
14,15,4,4,14,2693
14,15,4,4,15,1814
14,15,4,4,16,1974
14,15,4,4,17,2791
14,15,4,4,18,1841
14,15,4,4,19,1294
14,15,4,4,20,1497
14,15,4,5,1,3039
14,15,4,5,2,2133
14,15,4,5,3,2251
14,15,4,5,4,2760
14,15,4,5,5,3102
14,15,4,5,6,3025
14,15,4,5,7,1498
14,15,4,5,8,1749
14,15,4,5,9,1691
14,15,4,5,10,1843
14,15,4,5,11,1799
14,15,4,5,12,1977
14,15,4,5,13,3534
14,15,4,5,14,3595
14,15,4,5,15,2156
14,15,4,5,16,3370
14,15,4,5,17,3924
14,15,4,5,18,2417
14,15,4,5,19,1623
14,15,4,5,20,1690
14,15,4,6,1,3922
14,15,4,6,2,2912
14,15,4,6,3,2219
14,15,4,6,4,3482
14,15,4,6,5,3642
14,15,4,6,6,4332
14,15,4,6,7,1333
14,15,4,6,8,1432
14,15,4,6,9,1882
14,15,4,6,10,2185
14,15,4,6,11,1775
14,15,4,6,12,2294
14,15,4,6,13,5090
14,15,4,6,14,4330
14,15,4,6,15,2328
14,15,4,6,16,3483
14,15,4,6,17,4084
14,15,4,6,18,3239
14,15,4,6,19,1409
14,15,4,6,20,1967
14,15,4,7,1,5983
14,15,4,7,2,3213
14,15,4,7,3,2628
14,15,4,7,4,4446
14,15,4,7,5,3630
14,15,4,7,6,4350
14,15,4,7,7,1198
14,15,4,7,8,1517
14,15,4,7,9,2152
14,15,4,7,10,2769
14,15,4,7,11,2200
14,15,4,7,12,2285
14,15,4,7,13,5952
14,15,4,7,14,5233
14,15,4,7,15,2665
14,15,4,7,16,3932
14,15,4,7,17,4920
14,15,4,7,18,3745
14,15,4,7,19,1278
14,15,4,7,20,1970
14,15,4,8,1,6901
14,15,4,8,2,3587
14,15,4,8,3,2975
14,15,4,8,4,4907
14,15,4,8,5,5203
14,15,4,8,6,5640
14,15,4,8,7,829
14,15,4,8,8,1394
14,15,4,8,9,2502
14,15,4,8,10,3038
14,15,4,8,11,2227
14,15,4,8,12,2911
14,15,4,8,13,7950
14,15,4,8,14,5875
14,15,4,8,15,2770
14,15,4,8,16,5314
14,15,4,8,17,6692
14,15,4,8,18,4632
14,15,4,8,19,1613
14,15,4,8,20,1707
14,15,4,9,1,7444
14,15,4,9,2,4144
14,15,4,9,3,3489
14,15,4,9,4,6406
14,15,4,9,5,5462
14,15,4,9,6,6015
14,15,4,9,7,643
14,15,4,9,8,1277
14,15,4,9,9,2641
14,15,4,9,10,3077
14,15,4,9,11,1878
14,15,4,9,12,2668
14,15,4,9,13,7559
14,15,4,9,14,8106
14,15,4,9,15,3167
14,15,4,9,16,5287
14,15,4,9,17,8471
14,15,4,9,18,6128
14,15,4,9,19,1285
14,15,4,9,20,1885
14,15,4,10,1,8042
14,15,4,10,2,4117
14,15,4,10,3,3775
14,15,4,10,4,7675
14,15,4,10,5,5617
14,15,4,10,6,8477
14,15,4,10,7,181
14,15,4,10,8,1067
14,15,4,10,9,2094
14,15,4,10,10,3212
14,15,4,10,11,2142
14,15,4,10,12,2924
14,15,4,10,13,10056
14,15,4,10,14,8945
14,15,4,10,15,2703
14,15,4,10,16,7351
14,15,4,10,17,9744
14,15,4,10,18,6296
14,15,4,10,19,817
14,15,4,10,20,1327
15,16,1,1,1,3359
15,16,1,1,2,3015
15,16,1,1,3,3211
15,16,1,1,4,2840
15,16,1,1,5,3342
15,16,1,1,6,3153
15,16,1,1,7,3232
15,16,1,1,8,3011
15,16,1,1,9,3112
15,16,1,1,10,2945
15,16,1,1,11,3346
15,16,1,1,12,3228
15,16,1,1,13,3876
15,16,1,1,14,3486
15,16,1,1,15,2937
15,16,1,1,16,3253
15,16,1,1,17,3283
15,16,1,1,18,2920
15,16,1,1,19,3071
15,16,1,1,20,2585
15,16,1,2,1,7817
15,16,1,2,2,6203
15,16,1,2,3,5455
15,16,1,2,4,7055
15,16,1,2,5,6770
15,16,1,2,6,7644
15,16,1,2,7,5535
15,16,1,2,8,4856
15,16,1,2,9,5798
15,16,1,2,10,5975
15,16,1,2,11,4919
15,16,1,2,12,6145
15,16,1,2,13,8218
15,16,1,2,14,7532
15,16,1,2,15,5115
15,16,1,2,16,7186
15,16,1,2,17,6955
15,16,1,2,18,6752
15,16,1,2,19,5748
15,16,1,2,20,6140
15,16,1,3,1,11193
15,16,1,3,2,8931
15,16,1,3,3,7345
15,16,1,3,4,9672
15,16,1,3,5,8409
15,16,1,3,6,10660
15,16,1,3,7,7246
15,16,1,3,8,6646
15,16,1,3,9,8364
15,16,1,3,10,7564
15,16,1,3,11,6732
15,16,1,3,12,7920
15,16,1,3,13,11552
15,16,1,3,14,10639
15,16,1,3,15,8630
15,16,1,3,16,8971
15,16,1,3,17,10663
15,16,1,3,18,9857
15,16,1,3,19,6727
15,16,1,3,20,7439
15,16,1,4,1,16585
15,16,1,4,2,11600
15,16,1,4,3,11487
15,16,1,4,4,14691
15,16,1,4,5,13096
15,16,1,4,6,13922
15,16,1,4,7,7926
15,16,1,4,8,9283
15,16,1,4,9,9816
15,16,1,4,10,10667
15,16,1,4,11,10056
15,16,1,4,12,10626
15,16,1,4,13,16528
15,16,1,4,14,15031
15,16,1,4,15,10678
15,16,1,4,16,14839
15,16,1,4,17,15356
15,16,1,4,18,12741
15,16,1,4,19,8624
15,16,1,4,20,9086
15,16,1,5,1,20677
15,16,1,5,2,16260
15,16,1,5,3,14810
15,16,1,5,4,19523
15,16,1,5,5,19421
15,16,1,5,6,23248
15,16,1,5,7,7994
15,16,1,5,8,10358
15,16,1,5,9,11455
15,16,1,5,10,11174
15,16,1,5,11,9838
15,16,1,5,12,12360
15,16,1,5,13,24160
15,16,1,5,14,18293
15,16,1,5,15,12594
15,16,1,5,16,18735
15,16,1,5,17,21666
15,16,1,5,18,16386
15,16,1,5,19,8820
15,16,1,5,20,9945
15,16,1,6,1,27879
15,16,1,6,2,16704
15,16,1,6,3,14227
15,16,1,6,4,21998
15,16,1,6,5,20267
15,16,1,6,6,21752
15,16,1,6,7,6877
15,16,1,6,8,9885
15,16,1,6,9,11448
15,16,1,6,10,15018
15,16,1,6,11,9709
15,16,1,6,12,14660
15,16,1,6,13,27686
15,16,1,6,14,22929
15,16,1,6,15,14321
15,16,1,6,16,21384
15,16,1,6,17,24003
15,16,1,6,18,18987
15,16,1,6,19,9677
15,16,1,6,20,10340
15,16,1,7,1,29509
15,16,1,7,2,21140
15,16,1,7,3,18396
15,16,1,7,4,30210
15,16,1,7,5,24970
15,16,1,7,6,28162
15,16,1,7,7,6200
15,16,1,7,8,9192
15,16,1,7,9,12083
15,16,1,7,10,16109
15,16,1,7,11,10644
15,16,1,7,12,15766
15,16,1,7,13,33712
15,16,1,7,14,31669
15,16,1,7,15,13482
15,16,1,7,16,27716
15,16,1,7,17,35291
15,16,1,7,18,23031
15,16,1,7,19,8875
15,16,1,7,20,9489
15,16,1,8,1,39287
15,16,1,8,2,24042
15,16,1,8,3,21804
15,16,1,8,4,33484
15,16,1,8,5,26981
15,16,1,8,6,32213
15,16,1,8,7,5316
15,16,1,8,8,9100
15,16,1,8,9,12771
15,16,1,8,10,16643
15,16,1,8,11,12047
15,16,1,8,12,17353
15,16,1,8,13,42181
15,16,1,8,14,35412
15,16,1,8,15,13278
15,16,1,8,16,28742
15,16,1,8,17,39224
15,16,1,8,18,27209
15,16,1,8,19,7629
15,16,1,8,20,10953
15,16,1,9,1,44848
15,16,1,9,2,22579
15,16,1,9,3,20531
15,16,1,9,4,36084
15,16,1,9,5,30797
15,16,1,9,6,39267
15,16,1,9,7,3219
15,16,1,9,8,9362
15,16,1,9,9,14068
15,16,1,9,10,16293
15,16,1,9,11,12494
15,16,1,9,12,16058
15,16,1,9,13,49236
15,16,1,9,14,43090
15,16,1,9,15,15393
15,16,1,9,16,36257
15,16,1,9,17,43017
15,16,1,9,18,29552
15,16,1,9,19,7217
15,16,1,9,20,9804
15,16,1,10,1,55516
15,16,1,10,2,27320
15,16,1,10,3,20947
15,16,1,10,4,38835
15,16,1,10,5,35847
15,16,1,10,6,45656
15,16,1,10,7,974
15,16,1,10,8,8199
15,16,1,10,9,14319
15,16,1,10,10,20081
15,16,1,10,11,12110
15,16,1,10,12,19627
15,16,1,10,13,57126
15,16,1,10,14,47745
15,16,1,10,15,17430
15,16,1,10,16,34128
15,16,1,10,17,57880
15,16,1,10,18,37287
15,16,1,10,19,6119
15,16,1,10,20,8453
15,16,2,1,1,1699
15,16,2,1,2,1532
15,16,2,1,3,1642
15,16,2,1,4,1697
15,16,2,1,5,1730
15,16,2,1,6,1604
15,16,2,1,7,1575
15,16,2,1,8,1477
15,16,2,1,9,1407
15,16,2,1,10,1573
15,16,2,1,11,1573
15,16,2,1,12,1419
15,16,2,1,13,1831
15,16,2,1,14,1718
15,16,2,1,15,1501
15,16,2,1,16,1588
15,16,2,1,17,1807
15,16,2,1,18,1706
15,16,2,1,19,1358
15,16,2,1,20,1524
15,16,2,2,1,3951
15,16,2,2,2,3276
15,16,2,2,3,2816
15,16,2,2,4,3459
15,16,2,2,5,3232
15,16,2,2,6,3441
15,16,2,2,7,2775
15,16,2,2,8,2491
15,16,2,2,9,2995
15,16,2,2,10,2801
15,16,2,2,11,2717
15,16,2,2,12,2743
15,16,2,2,13,3868
15,16,2,2,14,3396
15,16,2,2,15,2900
15,16,2,2,16,3103
15,16,2,2,17,3687
15,16,2,2,18,2892
15,16,2,2,19,2254
15,16,2,2,20,2331
15,16,2,3,1,5286
15,16,2,3,2,4692
15,16,2,3,3,3778
15,16,2,3,4,5210
15,16,2,3,5,4958
15,16,2,3,6,5366
15,16,2,3,7,3030
15,16,2,3,8,3909
15,16,2,3,9,4245
15,16,2,3,10,3551
15,16,2,3,11,3606
15,16,2,3,12,3938
15,16,2,3,13,6362
15,16,2,3,14,5772
15,16,2,3,15,4169
15,16,2,3,16,4995
15,16,2,3,17,5364
15,16,2,3,18,4839
15,16,2,3,19,3584
15,16,2,3,20,3530
15,16,2,4,1,6294
15,16,2,4,2,4916
15,16,2,4,3,4835
15,16,2,4,4,6860
15,16,2,4,5,5194
15,16,2,4,6,6576
15,16,2,4,7,2955
15,16,2,4,8,3582
15,16,2,4,9,3663
15,16,2,4,10,4124
15,16,2,4,11,4152
15,16,2,4,12,4317
15,16,2,4,13,7602
15,16,2,4,14,6381
15,16,2,4,15,4344
15,16,2,4,16,6453
15,16,2,4,17,6534
15,16,2,4,18,5962
15,16,2,4,19,3780
15,16,2,4,20,3775
15,16,2,5,1,8966
15,16,2,5,2,7341
15,16,2,5,3,5818
15,16,2,5,4,8523
15,16,2,5,5,8179
15,16,2,5,6,9483
15,16,2,5,7,3649
15,16,2,5,8,4838
15,16,2,5,9,5387
15,16,2,5,10,4979
15,16,2,5,11,5695
15,16,2,5,12,4992
15,16,2,5,13,11378
15,16,2,5,14,10257
15,16,2,5,15,5240
15,16,2,5,16,9384
15,16,2,5,17,9357
15,16,2,5,18,7902
15,16,2,5,19,4034
15,16,2,5,20,4366
15,16,2,6,1,12778
15,16,2,6,2,7702
15,16,2,6,3,6949
15,16,2,6,4,10328
15,16,2,6,5,9863
15,16,2,6,6,10761
15,16,2,6,7,3868
15,16,2,6,8,5117
15,16,2,6,9,5392
15,16,2,6,10,5911
15,16,2,6,11,5362
15,16,2,6,12,6136
15,16,2,6,13,14110
15,16,2,6,14,11671
15,16,2,6,15,6259
15,16,2,6,16,9747
15,16,2,6,17,10939
15,16,2,6,18,9435
15,16,2,6,19,4771
15,16,2,6,20,4950
15,16,2,7,1,14915
15,16,2,7,2,10059
15,16,2,7,3,8545
15,16,2,7,4,11394
15,16,2,7,5,11538
15,16,2,7,6,13346
15,16,2,7,7,2796
15,16,2,7,8,4236
15,16,2,7,9,6610
15,16,2,7,10,7491
15,16,2,7,11,5491
15,16,2,7,12,6197
15,16,2,7,13,15986
15,16,2,7,14,15209
15,16,2,7,15,6985
15,16,2,7,16,12594
15,16,2,7,17,16169
15,16,2,7,18,12296
15,16,2,7,19,4189
15,16,2,7,20,4857
15,16,2,8,1,20008
15,16,2,8,2,11619
15,16,2,8,3,9722
15,16,2,8,4,14765
15,16,2,8,5,13853
15,16,2,8,6,17451
15,16,2,8,7,2638
15,16,2,8,8,4776
15,16,2,8,9,7561
15,16,2,8,10,7477
15,16,2,8,11,5714
15,16,2,8,12,7833
15,16,2,8,13,21850
15,16,2,8,14,17333
15,16,2,8,15,8396
15,16,2,8,16,13672
15,16,2,8,17,17175
15,16,2,8,18,13382
15,16,2,8,19,3485
15,16,2,8,20,4570
15,16,2,9,1,19085
15,16,2,9,2,12938
15,16,2,9,3,9248
15,16,2,9,4,16640
15,16,2,9,5,16371
15,16,2,9,6,18512
15,16,2,9,7,1785
15,16,2,9,8,3992
15,16,2,9,9,6901
15,16,2,9,10,7605
15,16,2,9,11,6305
15,16,2,9,12,7474
