Ww,Cluster,Product,Period,Demand
32,33,1,6,58001
32,33,1,7,66975
32,33,1,8,74985
32,33,1,9,86493
32,33,1,10,95093
32,33,2,1,7237
32,33,2,2,15199
32,33,2,3,22588
32,33,2,4,27245
32,33,2,5,37060
32,33,2,6,43724
32,33,2,7,52140
32,33,2,8,59951
32,33,2,9,67285
32,33,2,10,75159
32,33,3,1,50981
32,33,3,2,98465
32,33,3,3,141626
32,33,3,4,193845
32,33,3,5,253322
32,33,3,6,292821
32,33,3,7,342993
32,33,3,8,399025
32,33,3,9,446296
32,33,3,10,495909
32,33,4,1,9108
32,33,4,2,17150
32,33,4,3,24493
32,33,4,4,36470
32,33,4,5,43133
32,33,4,6,50340
32,33,4,7,59978
32,33,4,8,69756
32,33,4,9,77289
32,33,4,10,85471
33,34,1,1,8258
33,34,1,2,17451
33,34,1,3,26311
33,34,1,4,32855
33,34,1,5,44653
33,34,1,6,53099
33,34,1,7,62053
33,34,1,8,69866
33,34,1,9,78042
33,34,1,10,87227
33,34,2,1,7117
33,34,2,2,14445
33,34,2,3,21172
33,34,2,4,30932
33,34,2,5,37119
33,34,2,6,42529
33,34,2,7,51678
33,34,2,8,58430
33,34,2,9,65821
33,34,2,10,73222
33,34,3,1,54290
33,34,3,2,114181
33,34,3,3,172152
33,34,3,4,234659
33,34,3,5,285850
33,34,3,6,345681
33,34,3,7,413471
33,34,3,8,459833
33,34,3,9,513754
33,34,3,10,564864
33,34,4,1,9213
33,34,4,2,20418
33,34,4,3,29443
33,34,4,4,38551
33,34,4,5,49519
33,34,4,6,62887
33,34,4,7,67141
33,34,4,8,79534
33,34,4,9,91401
33,34,4,10,99996
34,35,1,1,969
34,35,1,2,1957
34,35,1,3,2902
34,35,1,4,3838
34,35,1,5,4471
34,35,1,6,5712
34,35,1,7,6384
34,35,1,8,7567
34,35,1,9,8250
34,35,1,10,9319
34,35,2,1,484
34,35,2,2,934
34,35,2,3,1386
34,35,2,4,1915
34,35,2,5,2390
34,35,2,6,2707
34,35,2,7,3284
34,35,2,8,3665
34,35,2,9,4158
34,35,2,10,4580
34,35,3,1,6517
34,35,3,2,12171
34,35,3,3,16685
34,35,3,4,24224
34,35,3,5,29805
34,35,3,6,34674
34,35,3,7,40495
34,35,3,8,48755
34,35,3,9,52903
34,35,3,10,60095
34,35,4,1,686
34,35,4,2,1233
34,35,4,3,1958
34,35,4,4,2488
34,35,4,5,3527
34,35,4,6,3984
34,35,4,7,4570
34,35,4,8,5261
34,35,4,9,5871
34,35,4,10,6657
35,36,1,1,12310
35,36,1,2,25106
35,36,1,3,35052
35,36,1,4,48871
35,36,1,5,62773
35,36,1,6,72878
35,36,1,7,86680
35,36,1,8,96875
35,36,1,9,110131
35,36,1,10,124224
35,36,2,1,9432
35,36,2,2,19003
35,36,2,3,29941
35,36,2,4,37333
35,36,2,5,48074
35,36,2,6,55085
35,36,2,7,70693
35,36,2,8,76926
35,36,2,9,86679
35,36,2,10,97226
35,36,3,1,59065
35,36,3,2,114475
35,36,3,3,163277
35,36,3,4,241120
35,36,3,5,305913
35,36,3,6,362482
35,36,3,7,406363
35,36,3,8,453080
35,36,3,9,519185
35,36,3,10,580127
35,36,4,1,7083
35,36,4,2,15515
35,36,4,3,24233
35,36,4,4,32198
35,36,4,5,41022
35,36,4,6,45418
35,36,4,7,55549
35,36,4,8,63198
35,36,4,9,70768
35,36,4,10,78439
36,37,1,1,3974
36,37,1,2,8522
36,37,1,3,12643
36,37,1,4,18382
36,37,1,5,21543
36,37,1,6,27132
36,37,1,7,30468
36,37,1,8,35516
36,37,1,9,39121
36,37,1,10,43619
36,37,2,1,3997
36,37,2,2,8518
36,37,2,3,13192
36,37,2,4,16211
36,37,2,5,19290
36,37,2,6,23601
36,37,2,7,29354
36,37,2,8,31101
36,37,2,9,36045
36,37,2,10,40106
36,37,3,1,27262
36,37,3,2,51932
36,37,3,3,75824
36,37,3,4,105186
36,37,3,5,135586
36,37,3,6,162833
36,37,3,7,194596
36,37,3,8,212035
36,37,3,9,241336
36,37,3,10,267946
36,37,4,1,4823
36,37,4,2,8620
36,37,4,3,14658
36,37,4,4,19456
36,37,4,5,23513
36,37,4,6,30169
36,37,4,7,35872
36,37,4,8,38149
36,37,4,9,44882
36,37,4,10,49093
37,38,1,1,521
37,38,1,2,1118
37,38,1,3,1552
37,38,1,4,2119
37,38,1,5,2833
37,38,1,6,3336
37,38,1,7,3834
37,38,1,8,4351
37,38,1,9,4871
37,38,1,10,5449
37,38,2,1,657
37,38,2,2,1454
37,38,2,3,2047
37,38,2,4,2880
37,38,2,5,3637
37,38,2,6,4148
37,38,2,7,5036
37,38,2,8,5917
37,38,2,9,6565
37,38,2,10,7152
37,38,3,1,2883
37,38,3,2,5474
37,38,3,3,8550
37,38,3,4,10970
37,38,3,5,12644
37,38,3,6,16020
37,38,3,7,19093
37,38,3,8,21087
37,38,3,9,24267
37,38,3,10,26396
37,38,4,1,504
37,38,4,2,972
37,38,4,3,1427
37,38,4,4,2027
37,38,4,5,2511
37,38,4,6,3084
37,38,4,7,3509
37,38,4,8,4102
37,38,4,9,4430
37,38,4,10,5013
38,39,1,1,125
38,39,1,2,248
38,39,1,3,372
38,39,1,4,447
38,39,1,5,688
38,39,1,6,810
38,39,1,7,899
38,39,1,8,1045
38,39,1,9,1146
38,39,1,10,1285
38,39,2,1,44
38,39,2,2,103
38,39,2,3,176
38,39,2,4,229
38,39,2,5,254
38,39,2,6,319
38,39,2,7,362
38,39,2,8,435
38,39,2,9,487
38,39,2,10,530
38,39,3,1,570
38,39,3,2,1096
38,39,3,3,1244
38,39,3,4,1839
38,39,3,5,2406
38,39,3,6,3000
38,39,3,7,3412
38,39,3,8,3946
38,39,3,9,4274
38,39,3,10,4844
38,39,4,1,76
38,39,4,2,112
38,39,4,3,183
38,39,4,4,250
38,39,4,5,329
38,39,4,6,390
38,39,4,7,449
38,39,4,8,534
38,39,4,9,588
38,39,4,10,640
39,40,1,1,41663
39,40,1,2,84592
39,40,1,3,129053
39,40,1,4,167381
39,40,1,5,211939
39,40,1,6,253535
39,40,1,7,299953
39,40,1,8,340364
39,40,1,9,386499
39,40,1,10,425916
39,40,2,1,25995
39,40,2,2,49567
39,40,2,3,75225
39,40,2,4,101143
39,40,2,5,123408
39,40,2,6,150321
39,40,2,7,174505
39,40,2,8,199954
39,40,2,9,225510
39,40,2,10,250128
39,40,3,1,266714
39,40,3,2,517979
39,40,3,3,792352
39,40,3,4,1100450
39,40,3,5,1365506
39,40,3,6,1609694
39,40,3,7,1901585
39,40,3,8,2191431
39,40,3,9,2432211
39,40,3,10,2688590
39,40,4,1,29235
39,40,4,2,54397
39,40,4,3,80901
39,40,4,4,107630
39,40,4,5,133652
39,40,4,6,161019
39,40,4,7,194993
39,40,4,8,220736
39,40,4,9,247804
39,40,4,10,275806
40,41,1,1,5892
40,41,1,2,10568
40,41,1,3,14936
40,41,1,4,20508
40,41,1,5,26714
40,41,1,6,30358
40,41,1,7,36826
40,41,1,8,42012
40,41,1,9,46899
40,41,1,10,53011
40,41,2,1,2699
40,41,2,2,5966
40,41,2,3,8772
40,41,2,4,10998
40,41,2,5,16096
40,41,2,6,18781
40,41,2,7,20183
40,41,2,8,23425
40,41,2,9,27006
40,41,2,10,29373
40,41,3,1,46016
40,41,3,2,95702
40,41,3,3,126627
40,41,3,4,182601
40,41,3,5,198474
40,41,3,6,244736
40,41,3,7,284782
40,41,3,8,337287
40,41,3,9,380400
40,41,3,10,429296
40,41,4,1,2026
40,41,4,2,4404
40,41,4,3,6683
40,41,4,4,8252
40,41,4,5,10743
40,41,4,6,12726
40,41,4,7,15414
40,41,4,8,17674
40,41,4,9,19666
40,41,4,10,22010
41,42,1,1,637
41,42,1,2,1038
41,42,1,3,1536
41,42,1,4,2069
41,42,1,5,2589
41,42,1,6,3265
41,42,1,7,3717
41,42,1,8,4566
41,42,1,9,4867
41,42,1,10,5559
41,42,2,1,430
41,42,2,2,704
41,42,2,3,1164
41,42,2,4,1443
41,42,2,5,1754
41,42,2,6,2297
41,42,2,7,2572
41,42,2,8,3153
41,42,2,9,3377
41,42,2,10,3864
41,42,3,1,1632
41,42,3,2,3372
41,42,3,3,5540
41,42,3,4,8303
41,42,3,5,8925
41,42,3,6,10909
41,42,3,7,13534
41,42,3,8,15192
41,42,3,9,16634
41,42,3,10,18919
41,42,4,1,382
41,42,4,2,722
41,42,4,3,1085
41,42,4,4,1565
41,42,4,5,2180
41,42,4,6,2632
41,42,4,7,2693
41,42,4,8,3295
41,42,4,9,3768
41,42,4,10,4106
42,43,1,1,125
42,43,1,2,261
42,43,1,3,385
42,43,1,4,594
42,43,1,5,763
42,43,1,6,917
42,43,1,7,1034
42,43,1,8,1198
42,43,1,9,1317
42,43,1,10,1518
42,43,2,1,145
42,43,2,2,331
42,43,2,3,527
42,43,2,4,694
42,43,2,5,726
42,43,2,6,884
42,43,2,7,1113
42,43,2,8,1333
42,43,2,9,1368
42,43,2,10,1572
42,43,3,1,757
42,43,3,2,1562
42,43,3,3,2888
42,43,3,4,3766
42,43,3,5,3959
42,43,3,6,5045
42,43,3,7,5673
42,43,3,8,6446
42,43,3,9,7387
42,43,3,10,8546
42,43,4,1,176
42,43,4,2,306
42,43,4,3,491
42,43,4,4,694
42,43,4,5,857
42,43,4,6,1039
42,43,4,7,1038
42,43,4,8,1214
42,43,4,9,1450
42,43,4,10,1598
43,44,1,1,106
43,44,1,2,230
43,44,1,3,315
43,44,1,4,427
43,44,1,5,524
43,44,1,6,628
43,44,1,7,706
43,44,1,8,829
43,44,1,9,925
43,44,1,10,1037
43,44,2,1,41
43,44,2,2,78
43,44,2,3,127
43,44,2,4,150
43,44,2,5,198
43,44,2,6,240
43,44,2,7,266
43,44,2,8,315
43,44,2,9,350
43,44,2,10,392
43,44,3,1,346
43,44,3,2,647
43,44,3,3,1081
43,44,3,4,1326
43,44,3,5,1782
43,44,3,6,2145
43,44,3,7,2409
43,44,3,8,2681
43,44,3,9,3131
43,44,3,10,3410
43,44,4,1,23
43,44,4,2,37
43,44,4,3,59
43,44,4,4,84
43,44,4,5,98
43,44,4,6,127
43,44,4,7,147
43,44,4,8,171
43,44,4,9,182
43,44,4,10,206
44,45,1,1,4962
44,45,1,2,11276
44,45,1,3,16117
44,45,1,4,22005
44,45,1,5,29623
44,45,1,6,32920
44,45,1,7,38434
44,45,1,8,44865
44,45,1,9,53722
44,45,1,10,58260
44,45,2,1,4114
44,45,2,2,7613
44,45,2,3,13499
44,45,2,4,16641
44,45,2,5,22313
44,45,2,6,27983
44,45,2,7,31684
44,45,2,8,34639
44,45,2,9,38768
44,45,2,10,43068
44,45,3,1,31279
44,45,3,2,71868
44,45,3,3,95368
44,45,3,4,131532
44,45,3,5,171655
44,45,3,6,184965
44,45,3,7,220139
44,45,3,8,249779
44,45,3,9,284420
44,45,3,10,323926
44,45,4,1,8092
44,45,4,2,14217
44,45,4,3,19376
44,45,4,4,30564
44,45,4,5,36716
44,45,4,6,43741
44,45,4,7,47472
44,45,4,8,57514
44,45,4,9,61975
44,45,4,10,70364
45,46,1,1,208
45,46,1,2,477
45,46,1,3,671
45,46,1,4,826
45,46,1,5,1227
45,46,1,6,1479
45,46,1,7,1598
45,46,1,8,1823
45,46,1,9,2022
45,46,1,10,2293
45,46,2,1,220
45,46,2,2,411
45,46,2,3,623
45,46,2,4,717
45,46,2,5,977
45,46,2,6,1044
45,46,2,7,1277
45,46,2,8,1501
45,46,2,9,1723
45,46,2,10,1866
45,46,3,1,1860
45,46,3,2,3294
45,46,3,3,5506
45,46,3,4,7522
45,46,3,5,9311
45,46,3,6,9455
45,46,3,7,12105
45,46,3,8,14052
45,46,3,9,15035
45,46,3,10,16903
45,46,4,1,170
45,46,4,2,438
45,46,4,3,705
45,46,4,4,717
45,46,4,5,1126
45,46,4,6,1217
45,46,4,7,1362
45,46,4,8,1695
45,46,4,9,1784
45,46,4,10,2043
46,47,1,1,15878
46,47,1,2,34868
46,47,1,3,50183
46,47,1,4,69939
46,47,1,5,84833
46,47,1,6,103676
46,47,1,7,125011
46,47,1,8,138369
46,47,1,9,154811
46,47,1,10,173666
46,47,2,1,8067
46,47,2,2,16187
46,47,2,3,24193
46,47,2,4,31253
46,47,2,5,42889
46,47,2,6,49200
46,47,2,7,57216
46,47,2,8,66166
46,47,2,9,75430
46,47,2,10,81920
46,47,3,1,72252
46,47,3,2,151054
46,47,3,3,213818
46,47,3,4,314804
46,47,3,5,383216
46,47,3,6,469756
46,47,3,7,513553
46,47,3,8,600506
46,47,3,9,688503
46,47,3,10,760274
46,47,4,1,7300
46,47,4,2,15296
46,47,4,3,23460
46,47,4,4,30672
46,47,4,5,38338
46,47,4,6,46478
46,47,4,7,52330
46,47,4,8,60933
46,47,4,9,69304
46,47,4,10,76156
47,48,1,1,2291
47,48,1,2,3868
47,48,1,3,5993
47,48,1,4,7885
47,48,1,5,10940
47,48,1,6,12855
47,48,1,7,14932
47,48,1,8,17021
47,48,1,9,19034
47,48,1,10,21073
47,48,2,1,1680
47,48,2,2,3118
47,48,2,3,5113
47,48,2,4,6321
47,48,2,5,8023
47,48,2,6,9535
47,48,2,7,11583
47,48,2,8,12947
47,48,2,9,14831
47,48,2,10,16173
47,48,3,1,12104
47,48,3,2,25173
47,48,3,3,37383
47,48,3,4,49321
47,48,3,5,60827
47,48,3,6,71218
47,48,3,7,84767
47,48,3,8,100577
47,48,3,9,110446
47,48,3,10,122796
47,48,4,1,1757
47,48,4,2,3359
47,48,4,3,5265
47,48,4,4,7159
47,48,4,5,9183
47,48,4,6,10642
47,48,4,7,11958
47,48,4,8,13509
47,48,4,9,15641
47,48,4,10,17319
48,49,1,1,17
48,49,1,2,40
48,49,1,3,54
48,49,1,4,87
48,49,1,5,95
48,49,1,6,128
48,49,1,7,142
48,49,1,8,166
48,49,1,9,189
48,49,1,10,203
48,49,2,1,20
48,49,2,2,43
48,49,2,3,50
48,49,2,4,85
48,49,2,5,97
48,49,2,6,111
48,49,2,7,133
48,49,2,8,151
48,49,2,9,172
48,49,2,10,195
48,49,3,1,115
48,49,3,2,231
48,49,3,3,286
48,49,3,4,403
48,49,3,5,602
48,49,3,6,691
48,49,3,7,736
48,49,3,8,878
48,49,3,9,978
48,49,3,10,1076
48,49,4,1,45
48,49,4,2,73
48,49,4,3,101
48,49,4,4,164
48,49,4,5,191
48,49,4,6,205
48,49,4,7,282
48,49,4,8,303
48,49,4,9,334
48,49,4,10,377
49,50,1,1,806
49,50,1,2,1465
49,50,1,3,2155
49,50,1,4,3096
49,50,1,5,3805
49,50,1,6,4284
49,50,1,7,5215
49,50,1,8,6066
49,50,1,9,6588
49,50,1,10,7311
49,50,2,1,313
49,50,2,2,621
49,50,2,3,915
49,50,2,4,1292
49,50,2,5,1436
49,50,2,6,1862
49,50,2,7,2063
49,50,2,8,2457
49,50,2,9,2759
49,50,2,10,3080
49,50,3,1,3248
49,50,3,2,6694
49,50,3,3,9852
49,50,3,4,13397
49,50,3,5,16945
49,50,3,6,20161
49,50,3,7,22864
49,50,3,8,26572
49,50,3,9,30271
49,50,3,10,33537
49,50,4,1,415
49,50,4,2,729
49,50,4,3,1135
49,50,4,4,1620
49,50,4,5,1995
49,50,4,6,2420
49,50,4,7,2742
49,50,4,8,3186
49,50,4,9,3547
49,50,4,10,4038
50,51,1,1,8481
50,51,1,2,17610
50,51,1,3,24300
50,51,1,4,35642
50,51,1,5,45049
50,51,1,6,54396
50,51,1,7,60847
50,51,1,8,69626
50,51,1,9,79621
50,51,1,10,87573
50,51,2,1,6692
50,51,2,2,10779
50,51,2,3,18013
50,51,2,4,23435
50,51,2,5,31244
50,51,2,6,34612
50,51,2,7,43683
50,51,2,8,49557
50,51,2,9,54624
50,51,2,10,60658
50,51,3,1,70817
50,51,3,2,133047
50,51,3,3,220773
50,51,3,4,290437
50,51,3,5,342144
50,51,3,6,427424
50,51,3,7,483486
50,51,3,8,537449
50,51,3,9,622740
50,51,3,10,683302
50,51,4,1,7522
50,51,4,2,17729
50,51,4,3,22953
50,51,4,4,34725
50,51,4,5,40143
50,51,4,6,47274
50,51,4,7,53252
50,51,4,8,62876
50,51,4,9,71358
50,51,4,10,80553
51,52,1,1,8043
51,52,1,2,16031
51,52,1,3,24531
51,52,1,4,31739
51,52,1,5,41306
51,52,1,6,47492
51,52,1,7,56669
51,52,1,8,67620
51,52,1,9,75019
51,52,1,10,82878
51,52,2,1,7818
51,52,2,2,15317
51,52,2,3,23707
51,52,2,4,30348
51,52,2,5,41677
51,52,2,6,44835
51,52,2,7,54214
51,52,2,8,62206
51,52,2,9,68553
51,52,2,10,76959
51,52,3,1,66409
51,52,3,2,115764
51,52,3,3,178641
51,52,3,4,234803
51,52,3,5,289230
51,52,3,6,356357
51,52,3,7,405100
51,52,3,8,473207
51,52,3,9,533537
51,52,3,10,585366
51,52,4,1,8980
51,52,4,2,16205
51,52,4,3,24245
51,52,4,4,36165
51,52,4,5,41980
51,52,4,6,53481
51,52,4,7,59551
51,52,4,8,71417
51,52,4,9,77744
51,52,4,10,87910
52,53,1,1,1290
52,53,1,2,2195
52,53,1,3,2877
52,53,1,4,5013
52,53,1,5,6245
52,53,1,6,6156
52,53,1,7,8024
52,53,1,8,9470
52,53,1,9,10039
52,53,1,10,11298
52,53,2,1,1067
52,53,2,2,1983
52,53,2,3,3610
52,53,2,4,4171
52,53,2,5,4781
52,53,2,6,5980
52,53,2,7,7470
52,53,2,8,8412
52,53,2,9,9780
52,53,2,10,10654
52,53,3,1,5145
52,53,3,2,10274
52,53,3,3,17374
52,53,3,4,21924
52,53,3,5,31307
52,53,3,6,35362
52,53,3,7,42479
52,53,3,8,50173
52,53,3,9,52465
52,53,3,10,60162
52,53,4,1,839
52,53,4,2,1480
52,53,4,3,2320
52,53,4,4,2839
52,53,4,5,3805
52,53,4,6,4205
52,53,4,7,4855
52,53,4,8,5929
52,53,4,9,6673
52,53,4,10,7292
53,54,1,1,1738
53,54,1,2,3465
53,54,1,3,5322
53,54,1,4,7241
53,54,1,5,8631
53,54,1,6,11078
53,54,1,7,13157
53,54,1,8,13913
53,54,1,9,16383
53,54,1,10,18102
53,54,2,1,1472
53,54,2,2,3060
53,54,2,3,4514
53,54,2,4,6393
53,54,2,5,7385
53,54,2,6,8943
53,54,2,7,10310
53,54,2,8,12209
53,54,2,9,13872
53,54,2,10,15200
53,54,3,1,7151
53,54,3,2,13825
53,54,3,3,20447
53,54,3,4,26675
53,54,3,5,35782
53,54,3,6,42178
53,54,3,7,49078
53,54,3,8,54893
53,54,3,9,65120
53,54,3,10,70533
53,54,4,1,1171
53,54,4,2,2408
53,54,4,3,4151
53,54,4,4,5330
53,54,4,5,6092
53,54,4,6,7344
53,54,4,7,9137
53,54,4,8,10051
53,54,4,9,11684
53,54,4,10,12624
54,55,1,1,2256
54,55,1,2,4536
54,55,1,3,7597
54,55,1,4,8869
54,55,1,5,10994
54,55,1,6,14387
54,55,1,7,17124
54,55,1,8,19158
54,55,1,9,22395
54,55,1,10,24261
54,55,2,1,1979
54,55,2,2,3589
54,55,2,3,5747
54,55,2,4,6873
54,55,2,5,10033
54,55,2,6,11473
54,55,2,7,12956
54,55,2,8,14030
54,55,2,9,16606
54,55,2,10,18220
54,55,3,1,17952
54,55,3,2,31010
54,55,3,3,49422
54,55,3,4,72613
54,55,3,5,77123
54,55,3,6,108194
54,55,3,7,122646
54,55,3,8,137230
54,55,3,9,157148
54,55,3,10,171248
54,55,4,1,2142
54,55,4,2,4159
54,55,4,3,6941
54,55,4,4,8826
54,55,4,5,10585
54,55,4,6,12583
54,55,4,7,15146
54,55,4,8,17334
54,55,4,9,19316
54,55,4,10,21805
55,56,1,1,135
55,56,1,2,322
55,56,1,3,438
55,56,1,4,604
55,56,1,5,847
55,56,1,6,889
55,56,1,7,1098
55,56,1,8,1233
55,56,1,9,1433
55,56,1,10,1608
55,56,2,1,153
55,56,2,2,340
55,56,2,3,468
55,56,2,4,621
55,56,2,5,855
55,56,2,6,1022
55,56,2,7,1235
55,56,2,8,1350
55,56,2,9,1573
55,56,2,10,1726
55,56,3,1,736
55,56,3,2,1801
55,56,3,3,2545
55,56,3,4,3064
55,56,3,5,3786
55,56,3,6,5172
55,56,3,7,6130
55,56,3,8,6648
55,56,3,9,7739
55,56,3,10,8479
55,56,4,1,105
55,56,4,2,165
55,56,4,3,286
55,56,4,4,389
55,56,4,5,461
55,56,4,6,499
55,56,4,7,619
55,56,4,8,734
55,56,4,9,759
55,56,4,10,872
56,57,1,1,6981
56,57,1,2,13918
56,57,1,3,22214
56,57,1,4,27697
56,57,1,5,34164
56,57,1,6,39147
56,57,1,7,47691
56,57,1,8,55502
56,57,1,9,60874
56,57,1,10,68176
56,57,2,1,3590
56,57,2,2,8599
56,57,2,3,12496
56,57,2,4,15306
56,57,2,5,20607
56,57,2,6,24034
56,57,2,7,25996
56,57,2,8,31848
56,57,2,9,35559
56,57,2,10,39676
56,57,3,1,32782
56,57,3,2,73067
56,57,3,3,103745
56,57,3,4,136323
56,57,3,5,170795
56,57,3,6,207876
56,57,3,7,228942
56,57,3,8,255230
56,57,3,9,299069
56,57,3,10,328587
56,57,4,1,3151
56,57,4,2,6997
56,57,4,3,10855
56,57,4,4,13072
56,57,4,5,18249
56,57,4,6,20113
56,57,4,7,23448
56,57,4,8,27364
56,57,4,9,29679
56,57,4,10,33460
57,58,1,1,4541
57,58,1,2,9439
57,58,1,3,12872
57,58,1,4,18950
57,58,1,5,22329
57,58,1,6,27240
57,58,1,7,32570
57,58,1,8,35901
57,58,1,9,41563
57,58,1,10,45549
57,58,2,1,3115
57,58,2,2,5038
57,58,2,3,7666
57,58,2,4,10335
57,58,2,5,14176
57,58,2,6,16350
57,58,2,7,19896
57,58,2,8,21263
57,58,2,9,24015
57,58,2,10,26971
57,58,3,1,31179
57,58,3,2,63860
57,58,3,3,93652
57,58,3,4,118348
57,58,3,5,150670
57,58,3,6,182980
57,58,3,7,195485
57,58,3,8,232744
57,58,3,9,260419
57,58,3,10,288978
57,58,4,1,2316
57,58,4,2,4517
57,58,4,3,6492
57,58,4,4,9927
57,58,4,5,11206
57,58,4,6,13432
57,58,4,7,15798
57,58,4,8,18207
57,58,4,9,20620
57,58,4,10,22487
58,59,1,1,330
58,59,1,2,744
58,59,1,3,959
58,59,1,4,1396
58,59,1,5,1704
58,59,1,6,1949
58,59,1,7,2392
58,59,1,8,2549
58,59,1,9,2922
58,59,1,10,3218
58,59,2,1,196
58,59,2,2,329
58,59,2,3,509
58,59,2,4,835
58,59,2,5,893
58,59,2,6,1085
58,59,2,7,1252
58,59,2,8,1487
58,59,2,9,1711
58,59,2,10,1866
58,59,3,1,1836
58,59,3,2,4385
58,59,3,3,5010
58,59,3,4,7311
58,59,3,5,8713
58,59,3,6,11642
58,59,3,7,13439
58,59,3,8,14581
58,59,3,9,16804
58,59,3,10,19198
58,59,4,1,441
58,59,4,2,759
58,59,4,3,1070
58,59,4,4,1674
58,59,4,5,1726
58,59,4,6,2151
58,59,4,7,2680
58,59,4,8,3019
58,59,4,9,3490
58,59,4,10,3852
59,60,1,1,34636
59,60,1,2,75127
59,60,1,3,115766
59,60,1,4,145926
59,60,1,5,183713
59,60,1,6,225092
59,60,1,7,252103
59,60,1,8,293629
59,60,1,9,331471
59,60,1,10,366296
59,60,2,1,28223
59,60,2,2,52949
59,60,2,3,85577
59,60,2,4,112630
59,60,2,5,138556
59,60,2,6,160524
59,60,2,7,195264
59,60,2,8,223194
59,60,2,9,249681
59,60,2,10,276197
59,60,3,1,219730
59,60,3,2,426928
59,60,3,3,688773
59,60,3,4,910394
59,60,3,5,1154759
59,60,3,6,1397300
59,60,3,7,1562613
59,60,3,8,1843117
59,60,3,9,2084759
59,60,3,10,2279298
59,60,4,1,35881
59,60,4,2,66312
59,60,4,3,96403
59,60,4,4,127479
59,60,4,5,158295
59,60,4,6,195049
59,60,4,7,226908
59,60,4,8,260914
59,60,4,9,299182
59,60,4,10,328139
60,61,1,1,914
60,61,1,2,1889
60,61,1,3,2247
60,61,1,4,3355
60,61,1,5,3680
60,61,1,6,5329
60,61,1,7,5811
60,61,1,8,6412
60,61,1,9,7246
60,61,1,10,8153
60,61,2,1,604
60,61,2,2,1070
60,61,2,3,1869
60,61,2,4,2432
60,61,2,5,2604
60,61,2,6,3435
60,61,2,7,4117
60,61,2,8,4454
60,61,2,9,5000
60,61,2,10,5763
60,61,3,1,1876
60,61,3,2,4487
60,61,3,3,5551
60,61,3,4,7944
60,61,3,5,10528
60,61,3,6,12247
60,61,3,7,12462
60,61,3,8,16225
60,61,3,9,17043
60,61,3,10,19279
60,61,4,1,510
60,61,4,2,821
60,61,4,3,1291
60,61,4,4,1835
60,61,4,5,2410
60,61,4,6,3117
60,61,4,7,3289
60,61,4,8,3792
60,61,4,9,4490
60,61,4,10,4894
61,62,1,1,187
61,62,1,2,458
61,62,1,3,632
61,62,1,4,883
61,62,1,5,974
61,62,1,6,1325
61,62,1,7,1602
61,62,1,8,1679
61,62,1,9,1962
61,62,1,10,2184
61,62,2,1,127
61,62,2,2,297
61,62,2,3,393
61,62,2,4,476
61,62,2,5,708
61,62,2,6,836
61,62,2,7,967
61,62,2,8,1029
61,62,2,9,1148
61,62,2,10,1300
61,62,3,1,1607
61,62,3,2,2836
61,62,3,3,4459
61,62,3,4,6531
61,62,3,5,7590
61,62,3,6,8380
61,62,3,7,10998
61,62,3,8,11094
61,62,3,9,13327
61,62,3,10,14649
61,62,4,1,229
61,62,4,2,493
61,62,4,3,752
61,62,4,4,910
61,62,4,5,1256
61,62,4,6,1366
61,62,4,7,1559
61,62,4,8,1892
61,62,4,9,2039
61,62,4,10,2270
62,63,1,1,819
62,63,1,2,1875
62,63,1,3,3162
62,63,1,4,4016
62,63,1,5,4205
62,63,1,6,5940
62,63,1,7,6571
62,63,1,8,7665
62,63,1,9,8667
62,63,1,10,9442
62,63,2,1,867
62,63,2,2,1787
62,63,2,3,2987
62,63,2,4,3389
62,63,2,5,4655
62,63,2,6,5243
62,63,2,7,6256
62,63,2,8,7355
62,63,2,9,8712
62,63,2,10,9444
62,63,3,1,2555
62,63,3,2,4700
62,63,3,3,8388
62,63,3,4,9125
62,63,3,5,12116
62,63,3,6,16659
62,63,3,7,18633
62,63,3,8,20302
62,63,3,9,23005
62,63,3,10,26319
62,63,4,1,450
62,63,4,2,1054
62,63,4,3,1575
62,63,4,4,1904
62,63,4,5,2567
62,63,4,6,2905
62,63,4,7,3494
62,63,4,8,4222
62,63,4,9,4778
62,63,4,10,5239
63,64,1,1,1763
63,64,1,2,3917
63,64,1,3,5908
63,64,1,4,7195
63,64,1,5,8965
63,64,1,6,10889
63,64,1,7,13804
63,64,1,8,15501
63,64,1,9,16685
63,64,1,10,18951
63,64,2,1,750
63,64,2,2,1438
63,64,2,3,1950
63,64,2,4,2792
63,64,2,5,3319
63,64,2,6,3889
63,64,2,7,4830
63,64,2,8,5303
63,64,2,9,6081
63,64,2,10,6837
63,64,3,1,7864
63,64,3,2,18314
63,64,3,3,26710
63,64,3,4,34854
63,64,3,5,40844
63,64,3,6,54208
63,64,3,7,61138
63,64,3,8,70934
63,64,3,9,80084
63,64,3,10,88017
63,64,4,1,505
63,64,4,2,1291
63,64,4,3,1858
63,64,4,4,2324
63,64,4,5,2920
63,64,4,6,3455
63,64,4,7,4022
63,64,4,8,4666
63,64,4,9,5120
63,64,4,10,5735
64,65,1,1,15106
64,65,1,2,31423
64,65,1,3,47127
64,65,1,4,63817
64,65,1,5,77921
64,65,1,6,95260
64,65,1,7,109313
64,65,1,8,121727
64,65,1,9,138508
64,65,1,10,154156
64,65,2,1,9584
64,65,2,2,20444
64,65,2,3,25632
