Cluster,Product,Period,Demand
32,4,5,6663.0
32,4,6,7207.0
32,4,7,9638.0
32,4,8,9778.0
32,4,9,7533.0
32,4,10,8182.0
33,1,1,8258.0
33,1,2,9193.0
33,1,3,8860.0
33,1,4,6544.0
33,1,5,11798.0
33,1,6,8446.0
33,1,7,8954.0
33,1,8,7813.0
33,1,9,8176.0
33,1,10,9185.0
33,2,1,7117.0
33,2,2,7328.0
33,2,3,6727.0
33,2,4,9760.0
33,2,5,6187.0
33,2,6,5416.0
33,2,7,9149.0
33,2,8,6752.0
33,2,9,7391.0
33,2,10,7401.0
33,3,1,54290.0
33,3,2,59891.0
33,3,3,57971.0
33,3,4,62507.0
33,3,5,51191.0
33,3,6,59831.0
33,3,7,67790.0
33,3,8,46362.0
33,3,9,53921.0
33,3,10,51110.0
33,4,1,9213.0
33,4,2,11205.0
33,4,3,9025.0
33,4,4,9108.0
33,4,5,10968.0
33,4,6,13371.0
33,4,7,4702.0
33,4,8,12393.0
33,4,9,11867.0
33,4,10,8595.0
34,1,1,969.0
34,1,2,988.0
34,1,3,945.0
34,1,4,936.0
34,1,5,633.0
34,1,6,1241.0
34,1,7,672.0
34,1,8,1183.0
34,1,9,683.0
34,1,10,1069.0
34,2,1,484.0
34,2,2,450.0
34,2,3,452.0
34,2,4,529.0
34,2,5,475.0
34,2,6,317.0
34,2,7,577.0
34,2,8,381.0
34,2,9,493.0
34,2,10,422.0
34,3,1,6517.0
34,3,2,5654.0
34,3,3,4514.0
34,3,4,7539.0
34,3,5,5581.0
34,3,6,4869.0
34,3,7,5821.0
34,3,8,8260.0
34,3,9,4148.0
34,3,10,7192.0
34,4,1,686.0
34,4,2,547.0
34,4,3,725.0
34,4,4,530.0
34,4,5,1039.0
34,4,6,457.0
34,4,7,586.0
34,4,8,691.0
34,4,9,610.0
34,4,10,786.0
35,1,1,12310.0
35,1,2,12796.0
35,1,3,9946.0
35,1,4,13819.0
35,1,5,13902.0
35,1,6,10105.0
35,1,7,13802.0
35,1,8,10195.0
35,1,9,13256.0
35,1,10,14093.0
35,2,1,9432.0
35,2,2,9571.0
35,2,3,10938.0
35,2,4,7392.0
35,2,5,10741.0
35,2,6,7183.0
35,2,7,15608.0
35,2,8,6264.0
35,2,9,9753.0
35,2,10,10547.0
35,3,1,59065.0
35,3,2,55410.0
35,3,3,48802.0
35,3,4,77843.0
35,3,5,64793.0
35,3,6,56569.0
35,3,7,43881.0
35,3,8,46717.0
35,3,9,66105.0
35,3,10,60942.0
35,4,1,7083.0
35,4,2,8432.0
35,4,3,8718.0
35,4,4,7965.0
35,4,5,8824.0
35,4,6,4396.0
35,4,7,10131.0
35,4,8,7649.0
35,4,9,7570.0
35,4,10,7671.0
36,1,1,3974.0
36,1,2,4548.0
36,1,3,4121.0
36,1,4,5739.0
36,1,5,3161.0
36,1,6,5589.0
36,1,7,3336.0
36,1,8,5048.0
36,1,9,3605.0
36,1,10,4498.0
36,2,1,3997.0
36,2,2,4521.0
36,2,3,4674.0
36,2,4,3019.0
36,2,5,3079.0
36,2,6,4311.0
36,2,7,5753.0
36,2,8,1747.0
36,2,9,4944.0
36,2,10,4061.0
36,3,1,27262.0
36,3,2,24670.0
36,3,3,23892.0
36,3,4,29362.0
36,3,5,30400.0
36,3,6,27247.0
36,3,7,31763.0
36,3,8,17439.0
36,3,9,29301.0
36,3,10,26610.0
36,4,1,4823.0
36,4,2,3797.0
36,4,3,6038.0
36,4,4,4798.0
36,4,5,4057.0
36,4,6,6656.0
36,4,7,5703.0
36,4,8,2277.0
36,4,9,6733.0
36,4,10,4211.0
37,1,1,521.0
37,1,2,597.0
37,1,3,434.0
37,1,4,567.0
37,1,5,714.0
37,1,6,505.0
37,1,7,498.0
37,1,8,517.0
37,1,9,520.0
37,1,10,578.0
37,2,1,657.0
37,2,2,797.0
37,2,3,593.0
37,2,4,833.0
37,2,5,757.0
37,2,6,515.0
37,2,7,888.0
37,2,8,881.0
37,2,9,648.0
37,2,10,587.0
37,3,1,2883.0
37,3,2,2591.0
37,3,3,3076.0
37,3,4,2420.0
37,3,5,1674.0
37,3,6,3376.0
37,3,7,3077.0
37,3,8,1994.0
37,3,9,3180.0
37,3,10,2129.0
37,4,1,504.0
37,4,2,468.0
37,4,3,455.0
37,4,4,600.0
37,4,5,484.0
37,4,6,573.0
37,4,7,425.0
37,4,8,593.0
37,4,9,328.0
37,4,10,583.0
38,1,1,125.0
38,1,2,123.0
38,1,3,124.0
38,1,4,75.0
38,1,5,241.0
38,1,6,122.0
38,1,7,89.0
38,1,8,146.0
38,1,9,101.0
38,1,10,139.0
38,2,1,44.0
38,2,2,59.0
38,2,3,73.0
38,2,4,53.0
38,2,5,25.0
38,2,6,65.0
38,2,7,43.0
38,2,8,73.0
38,2,9,52.0
38,2,10,43.0
38,3,1,570.0
38,3,2,526.0
38,3,3,148.0
38,3,4,595.0
38,3,5,567.0
38,3,6,594.0
38,3,7,412.0
38,3,8,534.0
38,3,9,328.0
38,3,10,570.0
38,4,1,76.0
38,4,2,36.0
38,4,3,71.0
38,4,4,67.0
38,4,5,79.0
38,4,6,61.0
38,4,7,59.0
38,4,8,85.0
38,4,9,54.0
38,4,10,52.0
39,1,1,41663.0
39,1,2,42929.0
39,1,3,44461.0
39,1,4,38328.0
39,1,5,44558.0
39,1,6,41596.0
39,1,7,46418.0
39,1,8,40411.0
39,1,9,46135.0
39,1,10,39417.0
39,2,1,25995.0
39,2,2,23572.0
39,2,3,25658.0
39,2,4,25918.0
39,2,5,22265.0
39,2,6,26913.0
39,2,7,24184.0
39,2,8,25449.0
39,2,9,25556.0
39,2,10,24618.0
39,3,1,266714.0
39,3,2,251265.0
39,3,3,274373.0
39,3,4,308098.0
39,3,5,265056.0
39,3,6,244221.0
39,3,7,291891.0
39,3,8,289846.0
39,3,9,240780.0
39,3,10,256379.0
39,4,1,29235.0
39,4,2,25162.0
39,4,3,26504.0
39,4,4,26729.0
39,4,5,26022.0
39,4,6,27371.0
39,4,7,33974.0
39,4,8,25743.0
39,4,9,27068.0
39,4,10,28002.0
40,1,1,5892.0
40,1,2,4676.0
40,1,3,4368.0
40,1,4,5572.0
40,1,5,6206.0
40,1,6,3797.0
40,1,7,6468.0
40,1,8,5186.0
40,1,9,4887.0
40,1,10,6112.0
40,2,1,2699.0
40,2,2,3267.0
40,2,3,2806.0
40,2,4,2226.0
40,2,5,5098.0
40,2,6,2685.0
40,2,7,1402.0
40,2,8,3242.0
40,2,9,3581.0
40,2,10,2367.0
40,3,1,46016.0
40,3,2,49686.0
40,3,3,30925.0
40,3,4,55974.0
40,3,5,15873.0
40,3,6,46262.0
40,3,7,40046.0
40,3,8,52505.0
40,3,9,43113.0
40,3,10,48896.0
40,4,1,2026.0
40,4,2,2378.0
40,4,3,2279.0
40,4,4,1569.0
40,4,5,2491.0
40,4,6,1986.0
40,4,7,2688.0
40,4,8,2260.0
40,4,9,1992.0
40,4,10,2344.0
41,1,1,637.0
41,1,2,401.0
41,1,3,498.0
41,1,4,533.0
41,1,5,520.0
41,1,6,676.0
41,1,7,452.0
41,1,8,849.0
41,1,9,301.0
41,1,10,692.0
41,2,1,430.0
41,2,2,274.0
41,2,3,460.0
41,2,4,279.0
41,2,5,311.0
41,2,6,543.0
41,2,7,275.0
41,2,8,581.0
41,2,9,224.0
41,2,10,487.0
41,3,1,1632.0
41,3,2,1740.0
41,3,3,2168.0
41,3,4,2763.0
41,3,5,622.0
41,3,6,1984.0
41,3,7,2625.0
41,3,8,1658.0
41,3,9,1442.0
41,3,10,2285.0
41,4,1,382.0
41,4,2,340.0
41,4,3,363.0
41,4,4,480.0
41,4,5,615.0
41,4,6,452.0
41,4,7,73.0
41,4,8,602.0
41,4,9,473.0
41,4,10,338.0
42,1,1,125.0
42,1,2,136.0
42,1,3,124.0
42,1,4,209.0
42,1,5,169.0
42,1,6,154.0
42,1,7,117.0
42,1,8,164.0
42,1,9,119.0
42,1,10,201.0
42,2,1,145.0
42,2,2,186.0
42,2,3,196.0
42,2,4,167.0
42,2,5,32.0
42,2,6,158.0
42,2,7,229.0
42,2,8,220.0
42,2,9,35.0
42,2,10,204.0
42,3,1,757.0
42,3,2,805.0
42,3,3,1326.0
42,3,4,878.0
42,3,5,193.0
42,3,6,1086.0
42,3,7,628.0
42,3,8,773.0
42,3,9,941.0
42,3,10,1159.0
42,4,1,176.0
42,4,2,130.0
42,4,3,185.0
42,4,4,203.0
42,4,5,163.0
42,4,6,182.0
42,4,7,0.0
42,4,8,176.0
42,4,9,236.0
42,4,10,148.0
43,1,1,106.0
43,1,2,124.0
43,1,3,85.0
43,1,4,112.0
43,1,5,97.0
43,1,6,104.0
43,1,7,78.0
43,1,8,123.0
43,1,9,96.0
43,1,10,112.0
43,2,1,41.0
43,2,2,37.0
43,2,3,49.0
43,2,4,23.0
43,2,5,48.0
43,2,6,42.0
43,2,7,26.0
43,2,8,49.0
43,2,9,35.0
43,2,10,42.0
43,3,1,346.0
43,3,2,301.0
43,3,3,434.0
43,3,4,245.0
43,3,5,456.0
43,3,6,363.0
43,3,7,264.0
43,3,8,272.0
43,3,9,450.0
43,3,10,279.0
43,4,1,23.0
43,4,2,14.0
43,4,3,22.0
43,4,4,25.0
43,4,5,14.0
43,4,6,29.0
43,4,7,20.0
43,4,8,24.0
43,4,9,11.0
43,4,10,24.0
44,1,1,4962.0
44,1,2,6314.0
44,1,3,4841.0
44,1,4,5888.0
44,1,5,7618.0
44,1,6,3297.0
44,1,7,5514.0
44,1,8,6431.0
44,1,9,8857.0
44,1,10,4538.0
44,2,1,4114.0
44,2,2,3499.0
44,2,3,5886.0
44,2,4,3142.0
44,2,5,5672.0
44,2,6,5670.0
44,2,7,3701.0
44,2,8,2955.0
44,2,9,4129.0
44,2,10,4300.0
44,3,1,31279.0
44,3,2,40589.0
44,3,3,23500.0
44,3,4,36164.0
44,3,5,40123.0
44,3,6,13310.0
44,3,7,35174.0
44,3,8,29640.0
44,3,9,34641.0
44,3,10,39506.0
44,4,1,8092.0
44,4,2,6125.0
44,4,3,5159.0
44,4,4,11188.0
44,4,5,6152.0
44,4,6,7025.0
44,4,7,3731.0
44,4,8,10042.0
44,4,9,4461.0
44,4,10,8389.0
45,1,1,208.0
45,1,2,269.0
45,1,3,194.0
45,1,4,155.0
45,1,5,401.0
45,1,6,252.0
45,1,7,119.0
45,1,8,225.0
45,1,9,199.0
45,1,10,271.0
45,2,1,220.0
45,2,2,191.0
45,2,3,212.0
45,2,4,94.0
45,2,5,260.0
45,2,6,67.0
45,2,7,233.0
45,2,8,224.0
45,2,9,222.0
45,2,10,143.0
45,3,1,1860.0
45,3,2,1434.0
45,3,3,2212.0
45,3,4,2016.0
45,3,5,1789.0
45,3,6,144.0
45,3,7,2650.0
45,3,8,1947.0
45,3,9,983.0
45,3,10,1868.0
45,4,1,170.0
45,4,2,268.0
45,4,3,267.0
45,4,4,12.0
45,4,5,409.0
45,4,6,91.0
45,4,7,145.0
45,4,8,333.0
45,4,9,89.0
45,4,10,259.0
46,1,1,15878.0
46,1,2,18990.0
46,1,3,15315.0
46,1,4,19756.0
46,1,5,14894.0
46,1,6,18843.0
46,1,7,21335.0
46,1,8,13358.0
46,1,9,16442.0
46,1,10,18855.0
46,2,1,8067.0
46,2,2,8120.0
46,2,3,8006.0
46,2,4,7060.0
46,2,5,11636.0
46,2,6,6311.0
46,2,7,8016.0
46,2,8,8950.0
46,2,9,9264.0
46,2,10,6490.0
46,3,1,72252.0
46,3,2,78802.0
46,3,3,62764.0
46,3,4,100986.0
46,3,5,68412.0
46,3,6,86540.0
46,3,7,43797.0
46,3,8,86953.0
46,3,9,87997.0
46,3,10,71771.0
46,4,1,7300.0
46,4,2,7996.0
46,4,3,8164.0
46,4,4,7212.0
46,4,5,7666.0
46,4,6,8140.0
46,4,7,5861.0
46,4,8,8603.0
46,4,9,8371.0
46,4,10,6852.0
47,1,1,2291.0
47,1,2,1577.0
47,1,3,2125.0
47,1,4,1892.0
47,1,5,3055.0
47,1,6,1915.0
47,1,7,2077.0
47,1,8,2089.0
47,1,9,2013.0
47,1,10,2039.0
47,2,1,1680.0
47,2,2,1438.0
47,2,3,1995.0
47,2,4,1208.0
47,2,5,1702.0
47,2,6,1512.0
47,2,7,2048.0
47,2,8,1364.0
47,2,9,1884.0
47,2,10,1342.0
47,3,1,12104.0
47,3,2,13069.0
47,3,3,12210.0
47,3,4,11938.0
47,3,5,11506.0
47,3,6,10391.0
47,3,7,13549.0
47,3,8,15810.0
47,3,9,9869.0
47,3,10,12350.0
47,4,1,1757.0
47,4,2,1602.0
47,4,3,1906.0
47,4,4,1894.0
47,4,5,2024.0
47,4,6,1459.0
47,4,7,1316.0
47,4,8,1551.0
47,4,9,2132.0
47,4,10,1678.0
48,1,1,17.0
48,1,2,23.0
48,1,3,14.0
48,1,4,33.0
48,1,5,8.0
48,1,6,33.0
48,1,7,14.0
48,1,8,24.0
48,1,9,23.0
48,1,10,14.0
48,2,1,20.0
48,2,2,23.0
48,2,3,7.0
48,2,4,35.0
48,2,5,12.0
48,2,6,14.0
48,2,7,22.0
48,2,8,18.0
48,2,9,21.0
48,2,10,23.0
48,3,1,115.0
48,3,2,116.0
48,3,3,55.0
48,3,4,117.0
48,3,5,199.0
48,3,6,89.0
48,3,7,45.0
48,3,8,142.0
48,3,9,100.0
48,3,10,98.0
48,4,1,45.0
48,4,2,28.0
48,4,3,28.0
48,4,4,63.0
48,4,5,27.0
48,4,6,14.0
48,4,7,77.0
48,4,8,21.0
48,4,9,31.0
48,4,10,43.0
49,1,1,806.0
49,1,2,659.0
49,1,3,690.0
49,1,4,941.0
49,1,5,709.0
49,1,6,479.0
49,1,7,931.0
49,1,8,851.0
49,1,9,522.0
49,1,10,723.0
49,2,1,313.0
49,2,2,308.0
49,2,3,294.0
49,2,4,377.0
49,2,5,144.0
49,2,6,426.0
49,2,7,201.0
49,2,8,394.0
49,2,9,302.0
49,2,10,321.0
49,3,1,3248.0
49,3,2,3446.0
49,3,3,3158.0
49,3,4,3545.0
49,3,5,3548.0
49,3,6,3216.0
49,3,7,2745.0
49,3,8,3708.0
49,3,9,3699.0
49,3,10,3266.0
49,4,1,415.0
49,4,2,314.0
49,4,3,406.0
49,4,4,485.0
49,4,5,375.0
49,4,6,425.0
49,4,7,322.0
49,4,8,444.0
49,4,9,361.0
49,4,10,491.0
50,1,1,8481.0
50,1,2,9129.0
50,1,3,6690.0
50,1,4,11342.0
50,1,5,9407.0
50,1,6,9347.0
50,1,7,6451.0
50,1,8,8779.0
50,1,9,9995.0
50,1,10,7952.0
50,2,1,6692.0
50,2,2,4087.0
50,2,3,7234.0
50,2,4,5422.0
50,2,5,7809.0
50,2,6,3368.0
50,2,7,9071.0
50,2,8,5874.0
50,2,9,5067.0
50,2,10,6034.0
50,3,1,70817.0
50,3,2,62230.0
50,3,3,87726.0
50,3,4,69664.0
50,3,5,51707.0
50,3,6,85280.0
50,3,7,56062.0
50,3,8,53963.0
50,3,9,85291.0
50,3,10,60562.0
50,4,1,7522.0
50,4,2,10207.0
50,4,3,5224.0
50,4,4,11772.0
50,4,5,5418.0
50,4,6,7131.0
50,4,7,6033.0
50,4,8,9624.0
50,4,9,8482.0
50,4,10,9195.0
51,1,1,8043.0
51,1,2,7988.0
51,1,3,8500.0
51,1,4,7208.0
51,1,5,9567.0
51,1,6,6266.0
51,1,7,9177.0
51,1,8,10951.0
51,1,9,7399.0
51,1,10,7859.0
51,2,1,7818.0
51,2,2,7499.0
51,2,3,8390.0
51,2,4,6641.0
51,2,5,11329.0
51,2,6,3245.0
51,2,7,9379.0
51,2,8,7992.0
51,2,9,6347.0
51,2,10,8406.0
51,3,1,66409.0
51,3,2,49355.0
51,3,3,62877.0
51,3,4,56162.0
51,3,5,54427.0
51,3,6,67127.0
51,3,7,48743.0
51,3,8,68107.0
51,3,9,60330.0
51,3,10,51829.0
51,4,1,8980.0
51,4,2,7225.0
51,4,3,8040.0
51,4,4,11920.0
51,4,5,5978.0
51,4,6,11501.0
51,4,7,6070.0
51,4,8,11866.0
51,4,9,6327.0
51,4,10,10166.0
52,1,1,1290.0
52,1,2,905.0
52,1,3,682.0
52,1,4,2136.0
52,1,5,1232.0
52,1,6,30.0
52,1,7,1868.0
52,1,8,1446.0
52,1,9,569.0
52,1,10,1259.0
52,2,1,1067.0
52,2,2,916.0
52,2,3,1627.0
52,2,4,561.0
52,2,5,610.0
52,2,6,1199.0
52,2,7,1490.0
52,2,8,942.0
52,2,9,1368.0
52,2,10,874.0
52,3,1,5145.0
52,3,2,5129.0
52,3,3,7100.0
52,3,4,4550.0
52,3,5,9383.0
52,3,6,4055.0
52,3,7,7117.0
52,3,8,7694.0
52,3,9,2292.0
52,3,10,7697.0
52,4,1,839.0
52,4,2,641.0
52,4,3,840.0
52,4,4,519.0
52,4,5,966.0
52,4,6,400.0
52,4,7,650.0
52,4,8,1074.0
52,4,9,744.0
52,4,10,619.0
53,1,1,1738.0
53,1,2,1727.0
53,1,3,1857.0
53,1,4,1919.0
53,1,5,1390.0
53,1,6,2447.0
53,1,7,2079.0
53,1,8,756.0
53,1,9,2470.0
53,1,10,1719.0
53,2,1,1472.0
53,2,2,1588.0
53,2,3,1454.0
53,2,4,1879.0
53,2,5,992.0
53,2,6,1558.0
53,2,7,1367.0
53,2,8,1899.0
53,2,9,1663.0
53,2,10,1328.0
53,3,1,7151.0
53,3,2,6674.0
53,3,3,6622.0
53,3,4,6228.0
53,3,5,9107.0
53,3,6,6396.0
53,3,7,6900.0
53,3,8,5815.0
53,3,9,10227.0
53,3,10,5413.0
53,4,1,1171.0
53,4,2,1237.0
53,4,3,1743.0
53,4,4,1179.0
53,4,5,762.0
53,4,6,1252.0
53,4,7,1793.0
53,4,8,914.0
53,4,9,1633.0
53,4,10,940.0
54,1,1,2256.0
54,1,2,2280.0
54,1,3,3061.0
54,1,4,1272.0
54,1,5,2125.0
54,1,6,3393.0
54,1,7,2737.0
54,1,8,2034.0
54,1,9,3237.0
54,1,10,1866.0
54,2,1,1979.0
54,2,2,1610.0
54,2,3,2158.0
54,2,4,1126.0
54,2,5,3160.0
54,2,6,1440.0
54,2,7,1483.0
54,2,8,1074.0
54,2,9,2576.0
54,2,10,1614.0
54,3,1,17952.0
54,3,2,13058.0
54,3,3,18412.0
54,3,4,23191.0
54,3,5,4510.0
54,3,6,31071.0
54,3,7,14452.0
54,3,8,14584.0
54,3,9,19918.0
54,3,10,14100.0
54,4,1,2142.0
54,4,2,2017.0
54,4,3,2782.0
54,4,4,1885.0
54,4,5,1759.0
54,4,6,1998.0
54,4,7,2563.0
54,4,8,2188.0
54,4,9,1982.0
54,4,10,2489.0
55,1,1,135.0
55,1,2,187.0
55,1,3,116.0
55,1,4,166.0
55,1,5,243.0
55,1,6,42.0
55,1,7,209.0
55,1,8,135.0
55,1,9,200.0
55,1,10,175.0
55,2,1,153.0
55,2,2,187.0
55,2,3,128.0
55,2,4,153.0
55,2,5,234.0
55,2,6,167.0
55,2,7,213.0
55,2,8,115.0
55,2,9,223.0
55,2,10,153.0
55,3,1,736.0
55,3,2,1065.0
55,3,3,744.0
55,3,4,519.0
55,3,5,722.0
55,3,6,1386.0
55,3,7,958.0
55,3,8,518.0
55,3,9,1091.0
55,3,10,740.0
55,4,1,105.0
55,4,2,60.0
55,4,3,121.0
55,4,4,103.0
55,4,5,72.0
55,4,6,38.0
55,4,7,120.0
55,4,8,115.0
55,4,9,25.0
55,4,10,113.0
56,1,1,6981.0
56,1,2,6937.0
56,1,3,8296.0
56,1,4,5483.0
56,1,5,6467.0
56,1,6,4983.0
56,1,7,8544.0
56,1,8,7811.0
56,1,9,5372.0
56,1,10,7302.0
56,2,1,3590.0
56,2,2,5009.0
56,2,3,3897.0
56,2,4,2810.0
56,2,5,5301.0
56,2,6,3427.0
56,2,7,1962.0
56,2,8,5852.0
56,2,9,3711.0
56,2,10,4117.0
56,3,1,32782.0
56,3,2,40285.0
56,3,3,30678.0
56,3,4,32578.0
56,3,5,34472.0
56,3,6,37081.0
56,3,7,21066.0
56,3,8,26288.0
56,3,9,43839.0
56,3,10,29518.0
56,4,1,3151.0
56,4,2,3846.0
56,4,3,3858.0
56,4,4,2217.0
56,4,5,5177.0
56,4,6,1887.0
56,4,7,3335.0
56,4,8,3916.0
56,4,9,2315.0
56,4,10,3781.0
57,1,1,4541.0
57,1,2,4898.0
57,1,3,3433.0
57,1,4,6078.0
57,1,5,3379.0
57,1,6,4911.0
57,1,7,5330.0
57,1,8,3331.0
57,1,9,5662.0
57,1,10,3986.0
57,2,1,3115.0
57,2,2,1923.0
57,2,3,2628.0
57,2,4,2669.0
57,2,5,3841.0
57,2,6,2174.0
57,2,7,3546.0
57,2,8,1367.0
57,2,9,2752.0
57,2,10,2956.0
57,3,1,31179.0
57,3,2,32681.0
57,3,3,29792.0
57,3,4,24696.0
57,3,5,32322.0
57,3,6,32310.0
57,3,7,12505.0
57,3,8,37259.0
57,3,9,27675.0
57,3,10,28559.0
57,4,1,2316.0
57,4,2,2201.0
57,4,3,1975.0
57,4,4,3435.0
57,4,5,1279.0
57,4,6,2226.0
57,4,7,2366.0
57,4,8,2409.0
57,4,9,2413.0
57,4,10,1867.0
58,1,1,330.0
58,1,2,414.0
58,1,3,215.0
58,1,4,437.0
58,1,5,308.0
58,1,6,245.0
58,1,7,443.0
58,1,8,157.0
58,1,9,373.0
58,1,10,296.0
58,2,1,196.0
58,2,2,133.0
58,2,3,180.0
58,2,4,326.0
58,2,5,58.0
58,2,6,192.0
58,2,7,167.0
58,2,8,235.0
58,2,9,224.0
58,2,10,155.0
58,3,1,1836.0
58,3,2,2549.0
58,3,3,625.0
58,3,4,2301.0
58,3,5,1402.0
58,3,6,2929.0
58,3,7,1797.0
58,3,8,1142.0
58,3,9,2223.0
58,3,10,2394.0
58,4,1,441.0
58,4,2,318.0
58,4,3,311.0
58,4,4,604.0
58,4,5,52.0
58,4,6,425.0
58,4,7,529.0
58,4,8,339.0
58,4,9,471.0
58,4,10,362.0
59,1,1,34636.0
59,1,2,40491.0
59,1,3,40639.0
59,1,4,30160.0
59,1,5,37787.0
59,1,6,41379.0
59,1,7,27011.0
59,1,8,41526.0
59,1,9,37842.0
59,1,10,34825.0
59,2,1,28223.0
59,2,2,24726.0
59,2,3,32628.0
59,2,4,27053.0
59,2,5,25926.0
59,2,6,21968.0
59,2,7,34740.0
59,2,8,27930.0
59,2,9,26487.0
59,2,10,26516.0
59,3,1,219730.0
59,3,2,207198.0
59,3,3,261845.0
59,3,4,221621.0
59,3,5,244365.0
59,3,6,242541.0
59,3,7,165313.0
59,3,8,280504.0
59,3,9,241642.0
59,3,10,194539.0
59,4,1,35881.0
59,4,2,30431.0
59,4,3,30091.0
59,4,4,31076.0
59,4,5,30816.0
59,4,6,36754.0
59,4,7,31859.0
59,4,8,34006.0
59,4,9,38268.0
59,4,10,28957.0
60,1,1,914.0
60,1,2,975.0
60,1,3,358.0
60,1,4,1108.0
60,1,5,325.0
60,1,6,1649.0
60,1,7,482.0
60,1,8,601.0
60,1,9,834.0
60,1,10,907.0
60,2,1,604.0
60,2,2,466.0
60,2,3,799.0
60,2,4,563.0
60,2,5,172.0
60,2,6,831.0
60,2,7,682.0
60,2,8,337.0
60,2,9,546.0
60,2,10,763.0
60,3,1,1876.0
60,3,2,2611.0
60,3,3,1064.0
60,3,4,2393.0
60,3,5,2584.0
60,3,6,1719.0
60,3,7,215.0
60,3,8,3763.0
60,3,9,818.0
60,3,10,2236.0
60,4,1,510.0
60,4,2,311.0
60,4,3,470.0
60,4,4,544.0
60,4,5,575.0
60,4,6,707.0
60,4,7,172.0
60,4,8,503.0
60,4,9,698.0
60,4,10,404.0
61,1,1,187.0
61,1,2,271.0
61,1,3,174.0
61,1,4,251.0
61,1,5,91.0
61,1,6,351.0
61,1,7,277.0
61,1,8,77.0
61,1,9,283.0
61,1,10,222.0
61,2,1,127.0
61,2,2,170.0
61,2,3,96.0
61,2,4,83.0
61,2,5,232.0
61,2,6,128.0
61,2,7,131.0
61,2,8,62.0
61,2,9,119.0
61,2,10,152.0
61,3,1,1607.0
61,3,2,1229.0
61,3,3,1623.0
61,3,4,2072.0
61,3,5,1059.0
61,3,6,790.0
61,3,7,2618.0
61,3,8,96.0
61,3,9,2233.0
61,3,10,1322.0
61,4,1,229.0
61,4,2,264.0
61,4,3,259.0
61,4,4,158.0
61,4,5,346.0
61,4,6,110.0
61,4,7,193.0
61,4,8,333.0
61,4,9,147.0
61,4,10,231.0
62,1,1,819.0
62,1,2,1056.0
62,1,3,1287.0
62,1,4,854.0
62,1,5,189.0
62,1,6,1735.0
62,1,7,631.0
62,1,8,1094.0
62,1,9,1002.0
62,1,10,775.0
62,2,1,867.0
62,2,2,920.0
62,2,3,1200.0
62,2,4,402.0
62,2,5,1266.0
62,2,6,588.0
62,2,7,1013.0
62,2,8,1099.0
62,2,9,1357.0
62,2,10,732.0
62,3,1,2555.0
62,3,2,2145.0
62,3,3,3688.0
62,3,4,737.0
62,3,5,2991.0
62,3,6,4543.0
62,3,7,1974.0
62,3,8,1669.0
62,3,9,2703.0
62,3,10,3314.0
62,4,1,450.0
62,4,2,604.0
62,4,3,521.0
62,4,4,329.0
62,4,5,663.0
62,4,6,338.0
62,4,7,589.0
62,4,8,728.0
62,4,9,556.0
62,4,10,461.0
63,1,1,1763.0
63,1,2,2154.0
63,1,3,1991.0
63,1,4,1287.0
63,1,5,1770.0
63,1,6,1924.0
63,1,7,2915.0
63,1,8,1697.0
63,1,9,1184.0
63,1,10,2266.0
63,2,1,750.0
63,2,2,688.0
63,2,3,512.0
63,2,4,842.0
63,2,5,527.0
63,2,6,570.0
63,2,7,941.0
63,2,8,473.0
63,2,9,778.0
63,2,10,756.0
63,3,1,7864.0
63,3,2,10450.0
63,3,3,8396.0
63,3,4,8144.0
63,3,5,5990.0
63,3,6,13364.0
63,3,7,6930.0
63,3,8,9796.0
63,3,9,9150.0
63,3,10,7933.0
63,4,1,505.0
63,4,2,786.0
63,4,3,567.0
63,4,4,466.0
63,4,5,596.0
63,4,6,535.0
63,4,7,567.0
63,4,8,644.0
63,4,9,454.0
63,4,10,615.0
64,1,1,15106.0
64,1,2,16317.0
64,1,3,15704.0
64,1,4,16690.0
64,1,5,14104.0
64,1,6,17339.0
64,1,7,14053.0
64,1,8,12414.0
64,1,9,16781.0
64,1,10,15648.0
64,2,1,9584.0
64,2,2,10860.0
64,2,3,5188.0
64,2,4,11229.0
64,2,5,11116.0
64,2,6,10421.0
64,2,7,7730.0
64,2,8,8347.0
64,2,9,10764.0
64,2,10,8935.0
64,3,1,89016.0
64,3,2,91487.0
64,3,3,96676.0
64,3,4,81594.0
64,3,5,105839.0
64,3,6,83394.0
64,3,7,84813.0
64,3,8,89189.0
64,3,9,69904.0
64,3,10,95328.0
64,4,1,11052.0
64,4,2,12219.0
64,4,3,12076.0
64,4,4,10829.0
64,4,5,9803.0
64,4,6,13693.0
64,4,7,8500.0
64,4,8,13688.0
64,4,9,10290.0
64,4,10,11179.0
65,1,1,16.0
65,1,2,15.0
65,1,3,15.0
65,1,4,23.0
65,1,5,25.0
65,1,6,19.0
65,1,7,1.0
65,1,8,28.0
65,1,9,15.0
65,1,10,17.0
65,2,1,9.0
65,2,2,10.0
65,2,3,12.0
65,2,4,12.0
65,2,5,11.0
65,2,6,5.0
65,2,7,13.0
65,2,8,10.0
65,2,9,9.0
65,2,10,7.0
65,3,1,96.0
65,3,2,46.0
65,3,3,141.0
65,3,4,28.0
65,3,5,83.0
65,3,6,137.0
65,3,7,75.0
65,3,8,55.0
65,3,9,85.0
65,3,10,96.0
65,4,1,10.0
65,4,2,12.0
65,4,3,12.0
